,0
27830,716163 PA永豐
27831,716164 Z8永豐
27832,716165 Z9永豐
27833,716166 國泰R6
27834,716167 元大R9
27835,716168 群益UD
27836,716169 群益UE
27837,71616P 中美晶台新86售01
27838,71616P 凱基WU
27839,71617 宏遠P8
27840,716170 群益UF
27841,716171 元富T4
27842,716172 康和WV
27843,716173 康和WW
27844,716174 富邦UT
27845,716175 富邦UU
27846,716176 國票ZR
27847,716177 國票ZS
27848,716178 PB永豐
27849,716179 PC永豐
27850,71617P 穩懋凱基85售12
27851,71617P 群益QU
27852,71618 新壽U2
27853,716180 PD永豐
27854,716181 PE永豐
27855,716182 PF永豐
27856,716183 日盛SF
27857,716184 康和WX
27858,716185 元大S8
27859,716186 元大S9
27860,716187 元大T3
27861,716188 統一YH
27862,716189 富邦UW
27863,71618P 元大WE
27864,71618P 穩懋凱基85售13
27865,71619 大展Q2
27866,716190 群益UG
27867,716191 群益UH
27868,716192 群益UJ
27869,716193 群益UK
27870,716194 中信UQ
27871,716195 元大T5
27872,716196 國泰R7
27873,716197 RE兆豐
27874,716198 RH兆豐
27875,716199 RJ兆豐
27876,71619P 元大WM
27877,71619P 美琪瑪永豐85售02
27878,71620 富邦Q8
27879,716200 RK兆豐
27880,716201 RL兆豐
27881,716202 RM兆豐
27882,716203 RN兆豐
27883,716204 RQ兆豐
27884,716205 RR兆豐
27885,716206 RS兆豐
27886,716207 RT兆豐
27887,716208 RU兆豐
27888,716209 RV兆豐
27889,71620P 元大WT
27890,71620P 合晶富邦89售01
27891,71621 富邦Q9
27892,716210 日盛SG
27893,716211 元富T5
27894,716212 元富T6
27895,716213 群益UN
27896,716214 群益UP
27897,716215 群益UQ
27898,716216 永昌XT
27899,716217 永昌XU
27900,716218 國泰R8
27901,716219 統一YJ
27902,71621P 中美晶元大85售02
27903,71621P 康和VX
27904,71622 永昌Q6
27905,716220 富邦UY
27906,716221 日盛SH
27907,716222 日盛SJ
27908,716223 元大T6
27909,716224 元大T9
27910,716225 群益US
27911,716226 群益UT
27912,716227 凱基ZK
27913,716228 國票ZU
27914,716229 國泰R9
27915,71622P 原相元富85售02
27916,71622P 富邦TH
27917,71623 元大SR
27918,716230 元大U1
27919,716231 群益UU
27920,716232 群益UV
27921,716233 群益UW
27922,716234 PG永豐
27923,716235 PH永豐
27924,716236 PI永豐
27925,716237 PJ永豐
27926,716238 PK永豐
27927,716239 PL永豐
27928,71623P S4元大
27929,71623P 力旺元大85售05
27930,71624 元大SS
27931,716240 PM永豐
27932,716241 統一YK
27933,716242 統一YL
27934,716243 RX兆豐
27935,716244 康和WZ
27936,716245 凱基ZL
27937,716246 凱基ZM
27938,716247 凱基ZN
27939,716248 凱基ZP
27940,716249 日盛SK
27941,71624P S6元大
27942,71624P 牧德統一85售04
27943,71625 元大ST
27944,716250 元富T8
27945,716251 元富T9
27946,716252 元大U2
27947,716253 元大U4
27948,716254 元大U6
27949,716255 元大V1
27950,716256 元大V2
27951,716257 國泰PO
27952,716258 國泰QO
27953,716259 國票ZV
27954,71625P S7元大
27955,71625P 頎邦永豐85售02
27956,71626 元大SU
27957,716260 富邦UZ
27958,716261 富邦VA
27959,716262 富邦VB
27960,716263 PN永豐
27961,716264 PP永豐
27962,716265 PQ永豐
27963,716266 日盛SL
27964,716267 日盛SM
27965,716268 日盛SN
27966,716269 日盛SP
27967,71626P 元富ZT
27968,71626P 金可元大85售03
27969,71627 金鼎PS
27970,716270 統一YM
27971,716271 統一YN
27972,716272 凱基ZQ
27973,716273 凱基ZR
27974,716274 凱基ZS
27975,716275 凱基ZT
27976,716276 群益UX
27977,716277 群益UY
27978,716278 群益UZ
27979,716279 國票ZW
27980,71627P PV兆豐
27981,71627P 環球晶中信88售02
27982,71628 國泰Q2
27983,716280 富邦VC
27984,716281 日盛SQ
27985,716282 日盛SR
27986,716283 元富U1
27987,716284 元富U2
27988,716285 元富U3
27989,716286 PR永豐
27990,716287 PS永豐
27991,716288 PT永豐
27992,716289 PU永豐
27993,71628P 合晶康和85售01
27994,71628P 康和VY
27995,71629 國泰Q3
27996,716290 PV永豐
27997,716291 PW永豐
27998,716292 PX永豐
27999,716293 PY永豐
28000,716294 康和XA
28001,716295 康和XB
28002,716296 中信UR
28003,716297 國泰RO
28004,716298 元大V7
28005,716299 元大V8
28006,71629P 精華元大85售01
28007,71629P 群益RD
28008,71630 中信RQ
28009,716300 元大W1
28010,716301 元大W5
28011,716302 群益VA
28012,716303 群益VB
28013,716304 群益VC
28014,716305 群益VD
28015,716306 群益VE
28016,716307 統一YP
28017,716308 統一YQ
28018,716309 凱基ZW
28019,71630P 中信UA
28020,71630P 中美晶統一85售02
28021,71631 中信RR
28022,716310 凱基ZX
28023,716311 凱基ZY
28024,716312 凱基ZZ
28025,716313 富邦VD
28026,716314 元富U4
28027,716315 元大PA
28028,716316 元大PK
28029,716317 元大PM
28030,716318 元大PN
28031,716319 元大PP
28032,71631P 元富ZU
28033,71631P 神盾元大88售01
28034,71632 新壽U3
28035,716320 元大W9
28036,716321 RZ兆豐
28037,716322 SA兆豐
28038,716323 統一YR
28039,716324 PA凱基
28040,716325 PB凱基
28041,716326 PC凱基
28042,716327 SV第一
28043,716328 國泰SO
28044,716329 群益VF
28045,71632P 元富ZV
28046,71632P 穩懋國票86售01
28047,71633 新壽U4
28048,716330 PZ永豐
28049,716331 QA永豐
28050,716332 QB永豐
28051,716333 QC永豐
28052,716334 QD永豐
28053,716335 QE永豐
28054,716336 QF永豐
28055,716337 QG永豐
28056,716338 QH永豐
28057,716339 康和XD
28058,71633P V1永豐
28059,71633P 世界凱基85售01
28060,71634 統一QF
28061,716340 康和XE
28062,716341 SW第一
28063,716342 中信US
28064,716343 PA國泰
28065,716344 國泰UO
28066,716345 群益VG
28067,716346 群益VH
28068,716347 群益VJ
28069,716348 國票ZX
28070,716349 富邦VE
28071,71634P V2永豐
28072,71634P 環球晶元大85售03
28073,71635 元富QA
28074,716350 富邦VF
28075,716351 元大PR
28076,716352 元大PU
28077,716353 元大PV
28078,716354 元大PW
28079,716355 元大PY
28080,716356 日盛SS
28081,716357 日盛ST
28082,716358 統一YS
28083,716359 統一YT
28084,71635P V3永豐
28085,71635P 環球晶元大85售04
28086,71636 新壽U5
28087,716360 統一YU
28088,716361 PD凱基
28089,716362 PE凱基
28090,716363 PF凱基
28091,716364 PG凱基
28092,716365 PH凱基
28093,716366 PJ凱基
28094,716367 PK凱基
28095,716368 PL凱基
28096,716369 SX第一
28097,71636P V4永豐
28098,71636P 牧德群益88售01
28099,71637 日盛T8
28100,716370 SY第一
28101,716371 國票ZY
28102,716372 國票ZZ
28103,716373 中信UT
28104,716374 群益VK
28105,716375 群益VL
28106,716376 富邦VG
28107,716377 元大PZ
28108,716378 QI永豐
28109,716379 QJ永豐
28110,71637P V5永豐
28111,71637P 大江國票86售01
28112,71638 日盛T9
28113,716380 QK永豐
28114,716381 QL永豐
28115,716382 QM永豐
28116,716383 日盛SU
28117,716384 日盛SV
28118,716385 日盛SW
28119,716386 元富U6
28120,716387 元富U7
28121,716388 元富U8
28122,716389 統一YV
28123,71638P 中美晶永豐85售03
28124,71638P 國泰W9
28125,71639 日盛U1
28126,716390 統一YW
28127,716391 統一YX
28128,716392 統一YY
28129,716393 統一YZ
28130,716394 統一ZA
28131,716395 SB兆豐
28132,716396 SC兆豐
28133,716397 SD兆豐
28134,716398 PM凱基
28135,716399 PN凱基
28136,71639P 國票YX
28137,71639P 穩懋中信85售04
28138,71640 日盛U2
28139,716400 PP凱基
28140,716401 PQ凱基
28141,716402 PB國泰
28142,716403 PC國泰
28143,716404 QN永豐
28144,716405 國票PA
28145,716406 PD國泰
28146,716407 PE國泰
28147,716408 群益VM
28148,716409 元大QE
28149,71640P 國票YY
28150,71640P 穩懋元大85售13
28151,71641 元大SV
28152,716410 元大QK
28153,716411 元大QS
28154,716412 日盛SX
28155,716413 PR凱基
28156,716414 PS凱基
28157,716415 PT凱基
28158,716416 PU凱基
28159,716417 PV凱基
28160,716418 PW凱基
28161,716419 PX凱基
28162,71641P U9元大
28163,71641P 環球晶富邦85售03
28164,71642 元大SW
28165,716420 PY凱基
28166,716421 元富V1
28167,716422 元富V2
28168,716423 康和XF
28169,716424 康和XG
28170,716425 中信UU
28171,716426 日盛SZ
28172,716427 日盛TA
28173,716428 QP永豐
28174,716429 QQ永豐
28175,71642P 中美晶元大86售01
28176,71642P 元富P3
28177,71643 元大SX
28178,716430 QR永豐
28179,716431 SE兆豐
28180,716432 SF兆豐
28181,716433 SG兆豐
28182,716434 SH兆豐
28183,716435 SJ兆豐
28184,716436 SK兆豐
28185,716437 SL兆豐
28186,716438 SM兆豐
28187,716439 元富V3
28188,71643P 日盛QZ
28189,71643P 環球晶永豐86售02
28190,71644 元大SY
28191,716440 元富V4
28192,716441 元富V5
28193,716442 元富V6
28194,716443 元大QT
28195,716444 元大QU
28196,716445 元大QW
28197,716446 元大QZ
28198,716447 元大RF
28199,716448 元大RL
28200,716449 永昌XV
28201,71644P V7永豐
28202,71644P 合晶元大86售01
28203,71645 台証SL
28204,716450 永昌XW
28205,716451 統一ZB
28206,716452 統一ZC
28207,716453 QA凱基
28208,716454 群益VN
28209,716455 元大RM
28210,716456 元大SR
28211,716457 日盛TB
28212,716458 元富V7
28213,716459 元富V8
28214,71645P W7元大
28215,71645P 環球晶統一86售04
28216,71646 金鼎PT
28217,716460 元富V9
28218,716461 QS永豐
28219,716462 康和XK
28220,716463 PG國泰
28221,716464 PH國泰
28222,716465 PI國泰
28223,716466 PJ國泰
28224,716467 PK國泰
28225,716468 QB凱基
28226,716469 QC凱基
28227,71646P 元富P7
28228,71646P 環球晶凱基86售05
28229,71647 工銀PJ
28230,716470 群益VP
28231,716471 元大TA
28232,716472 QT永豐
28233,716473 SN兆豐
28234,716474 SP兆豐
28235,716475 SQ兆豐
28236,716476 PL國泰
28237,716477 PM國泰
28238,716478 康和XL
28239,716479 日盛TC
28240,71647P 元富P9
28241,71647P 環球晶凱基86售06
28242,71648 工銀PK
28243,716480 元富W1
28244,716481 元富W2
28245,716482 元富W3
28246,716483 玉山R8
28247,716484 QD凱基
28248,716485 中信UV
28249,716486 QV永豐
28250,716487 QW永豐
28251,716488 QX永豐
28252,716489 QY永豐
28253,71648P 中美晶凱基86售02
28254,71648P 元富Q1
28255,71649 信證PS
28256,716490 康和XM
28257,716491 PR國泰
28258,716492 PS國泰
28259,716493 QE凱基
28260,716494 QF凱基
28261,716495 元富W4
28262,716496 元富W5
28263,716497 元富W6
28264,716498 國票PB
28265,716499 富邦VK
28266,71649P 台燿凱基86售01
28267,71649P 康和WC
28268,71650 信證PT
28269,716500 元大TC
28270,716501 元大TE
28271,716502 元大TH
28272,716503 元大TJ
28273,716504 元大TK
28274,716505 元大TM
28275,716506 日盛TD
28276,716507 SZ第一
28277,716508 元富W7
28278,716509 元富W8
28279,71650P 凱基XL
28280,71650P 牧德元大86售01
28281,71651 信證PU
28282,716510 元富W9
28283,716511 PT國泰
28284,716512 富邦VL
28285,716513 富邦VM
28286,716514 康和XP
28287,716515 康和XQ
28288,716516 元大TN
28289,716517 元大TP
28290,716518 元大TR
28291,716519 SR兆豐
28292,71651P 環球晶元大86售03
28293,71651P 群益RU
28294,71652 信證PV
28295,716520 SS兆豐
28296,716521 ST兆豐
28297,716522 SU兆豐
28298,716523 SV兆豐
28299,716524 SW兆豐
28300,716525 SX兆豐
28301,716526 國票PC
28302,716527 PU國泰
28303,716528 群益VQ
28304,716529 群益VR
28305,71652P 國泰X6
28306,71652P 環球晶元大86售04
28307,71653 群益PJ
28308,716530 日盛TE
28309,716531 日盛TF
28310,716532 元富X1
28311,716533 元富X2
28312,716534 統一ZD
28313,716535 統一ZE
28314,716536 統一ZF
28315,716537 QG凱基
28316,716538 永昌XX
28317,716539 QZ永豐
28318,71653P 國泰X7
28319,71653P 穩懋元大86售07
28320,71654 群益PK
28321,716540 元大TS
28322,716541 統一ZG
28323,716542 QH凱基
28324,716543 TA第一
28325,716544 PW國泰
28326,716545 富邦VN
28327,716546 富邦VP
28328,716547 富邦VQ
28329,716548 富邦VR
28330,716549 富邦VS
28331,71654P 國泰X8
28332,71654P 群聯群益86售01
28333,71655 宏遠P9
28334,716550 富邦VT
28335,716551 日盛TG
28336,716552 日盛TH
28337,716553 日盛TJ
28338,716554 RA永豐
28339,716555 康和XR
28340,716556 元大TT
28341,716557 元大TZ
28342,716558 元大UA
28343,716559 元大UE
28344,71655P TS元大
28345,71655P 環球晶群益86售01
28346,71656 日盛U3
28347,716560 群益VT
28348,716561 國票PD
28349,716562 國票PE
28350,716563 國票PF
28351,716564 日盛TK
28352,716565 日盛TL
28353,716566 元富X4
28354,716567 統一ZH
28355,716568 玉山R9
28356,716569 QJ凱基
28357,71656P 國泰X9
28358,71656P 環球晶國票86售01
28359,71657 日盛U4
28360,716570 統一ZK
28361,716571 統一ZL
28362,716572 QK凱基
28363,716573 元大UF
28364,716574 元大UG
28365,716575 元大UJ
28366,716576 元大UK
28367,716577 元大UL
28368,716578 RB永豐
28369,716579 SY兆豐
28370,71657P 凱基XV
28371,71657P 聯亞國票88售01
28372,71658 日盛U5
28373,716580 日盛TM
28374,716581 日盛TN
28375,716582 元富X6
28376,716583 元富X7
28377,716584 元富X8
28378,716585 TB第一
28379,716586 TC第一
28380,716587 RC永豐
28381,716588 元大UN
28382,716589 元大UP
28383,71658P 漢磊元大86售02
28384,71658P 群益RW
28385,71659 日盛U6
28386,716590 元大UQ
28387,716591 元大US
28388,716592 元大UT
28389,716593 QL凱基
28390,716594 QM凱基
28391,716595 日盛TP
28392,716596 日盛TQ
28393,716597 元富X9
28394,716598 RD永豐
28395,716599 國票PH
28396,71659P 元富Q5
28397,71659P 神盾永豐86售02
28398,71660 新壽U6
28399,716600 PY國泰
28400,716601 元大PT
28401,716602 元大RR
28402,716603 元大UV
28403,716604 元大UW
28404,716605 元大UZ
28405,716606 元大VB
28406,716607 統一ZM
28407,716608 統一ZN
28408,716609 統一ZP
28409,71660P 元富Q6
28410,71660P 台燿國票87售01
28411,71661 元大SZ
28412,716610 統一ZQ
28413,716611 統一ZR
28414,716612 QP凱基
28415,716613 QQ凱基
28416,716614 QR凱基
28417,716615 QS凱基
28418,716616 QT凱基
28419,716617 QU凱基
28420,716618 QV凱基
28421,716619 QW凱基
28422,71661P 國泰Y1
28423,71661P 頎邦國票87售01
28424,71662 元大TA
28425,716620 QX凱基
28426,716621 日盛TR
28427,716622 中信UW
28428,716623 群益VU
28429,716624 RE永豐
28430,716625 RF永豐
28431,716626 RG永豐
28432,716627 RH永豐
28433,716628 RI永豐
28434,716629 統一ZS
28435,71662P 元太富邦87售01
28436,71662P 康和WE
28437,71663 金鼎PU
28438,716630 統一ZT
28439,716631 富邦VX
28440,716632 元大RZ
28441,716633 元大SN
28442,716634 日盛TS
28443,716635 元富Y3
28444,716636 元富Y4
28445,716637 元富Y5
28446,716638 RJ永豐
28447,716639 RK永豐
28448,71663P TZ元大
28449,71663P 合晶永豐86售01
28450,71664 金鼎PV
28451,716640 RL永豐
28452,716641 RM永豐
28453,716642 RN永豐
28454,716643 TD第一
28455,716644 統一ZU
28456,716645 統一ZV
28457,716646 統一ZW
28458,716647 QY凱基
28459,716648 QZ凱基
28460,716649 日盛TT
28461,71664P 台半群益86售01
28462,71664P 康和WF
28463,71665 金鼎PW
28464,716650 日盛TU
28465,716651 日盛TV
28466,716652 日盛TW
28467,716653 日盛TX
28468,716654 國票PJ
28469,716655 TF元大
28470,716656 UB元大
28471,716657 元大SS
28472,716658 元大VE
28473,716659 RP永豐
28474,71665P 台燿群益86售01
28475,71665P 群益SH
28476,71666 國泰Q4
28477,716660 RQ永豐
28478,716661 RR永豐
28479,716662 RA凱基
28480,716663 統一ZX
28481,716664 日盛TZ
28482,716665 日盛UA
28483,716666 元富Y6
28484,716667 統一ZY
28485,716668 元大TF
28486,716669 元大TG
28487,71666P UC元大
28488,71666P 穩懋群益86售01
28489,71667 康和W4
28490,716670 元大VG
28491,716671 RB凱基
28492,716672 RC凱基
28493,716673 RD凱基
28494,716674 RE凱基
28495,716675 日盛UB
28496,716676 日盛UC
28497,716677 日盛UD
28498,716678 日盛UE
28499,716679 SZ兆豐
28500,71667P UD元大
28501,71667P 大江元大86售01
28502,71668 康和W5
28503,716680 TA兆豐
28504,716681 TB兆豐
28505,716682 TE第一
28506,716683 統一ZZ
28507,716684 日盛UG
28508,716685 日盛UH
28509,716686 日盛UJ
28510,716687 RG凱基
28511,716688 RH凱基
28512,716689 RJ凱基
28513,71668P 中美晶元大86售02
28514,71668P 富邦TU
28515,71669 台証SM
28516,716690 RK凱基
28517,716691 RL凱基
28518,716692 TF第一
28519,716693 TG第一
28520,716694 群益VV
28521,716695 群益VW
28522,716696 群益VX
28523,716697 群益VY
28524,716698 群益VZ
28525,716699 群益WA
28526,71669P 新普群益86售01
28527,71669P 群益SJ
28528,71670 台証SN
28529,716700 康和XT
28530,716701 康和XU
28531,716702 康和XV
28532,716703 富邦VY
28533,716704 富邦VZ
28534,716705 富邦WA
28535,716706 RM凱基
28536,716707 RN凱基
28537,716708 RP凱基
28538,716709 RR凱基
28539,71670P UN元大
28540,71670P 穩懋群益86售02
28541,71671 台証SP
28542,716710 RU凱基
28543,716711 RV凱基
28544,716712 RQ凱基
28545,716713 統一P1
28546,716714 統一P2
28547,716715 統一P3
28548,716716 統一P4
28549,716717 統一P5
28550,716718 統一P6
28551,716719 統一P7
28552,71671P 元富R1
28553,71671P 昂寶元大86售02
28554,71672 台証SQ
28555,716720 元大TQ
28556,716721 元大VL
28557,716722 元大VP
28558,716723 元大VR
28559,716724 元大VS
28560,716725 元證QA
28561,716726 元證QB
28562,716727 元證QC
28563,716728 元證QD
28564,716729 元證QE
28565,71672P QM兆豐
28566,71672P 晟德群益86售03
28567,71673 兆豐PX
28568,716730 元證QF
28569,716731 元證QG
28570,716732 元證QH
28571,716733 元證QJ
28572,716734 元證QK
28573,716735 元證QL
28574,716736 元證QM
28575,716737 RS永豐
28576,716738 RT永豐
28577,716739 RU永豐
28578,71673P QN兆豐
28579,71673P 由田凱基87售01
28580,71674 兆豐PY
28581,716740 RV永豐
28582,716741 RW永豐
28583,716742 RX永豐
28584,716743 RY永豐
28585,716744 RZ永豐
28586,716745 SA永豐
28587,716746 SB永豐
28588,716747 SC永豐
28589,716748 SD永豐
28590,716749 SF永豐
28591,71674P 國泰Y8
28592,71674P 由田永豐86售02
28593,71675 中信RS
28594,716750 SG永豐
28595,716751 SH永豐
28596,716752 SI永豐
28597,716753 SK永豐
28598,716754 SL永豐
28599,716755 SM永豐
28600,716756 SN永豐
28601,716757 SP永豐
28602,716758 SQ永豐
28603,716759 SR永豐
28604,71675P 大江國票87售02
28605,71675P 群益SM
28606,71676 寶來PE
28607,716760 SS永豐
28608,716761 ST永豐
28609,716762 日盛UK
28610,716763 日盛UL
28611,716764 日盛UM
28612,716765 日盛UP
28613,716766 日盛UQ
28614,716767 日盛UR
28615,716768 元富Y7
28616,716769 元富Y8
28617,71676P 環球晶國票86售02
28618,71676P 群益SN
28619,71677 寶來PF
28620,716770 元富Y9
28621,716771 元富Z1
28622,716772 國泰QA
28623,716773 國泰QB
28624,716774 國泰QC
28625,716775 國泰QD
28626,716776 國泰QF
28627,716777 國泰QG
28628,716778 國泰QH
28629,716779 TH第一
28630,71677P X2永豐
28631,71677P 聚積國票87售01
28632,71678 寶來PG
28633,716780 中信UX
28634,716781 群益WC
28635,716782 群益WD
28636,716783 群益WE
28637,716784 群益WF
28638,716785 群益WG
28639,716786 TD兆豐
28640,716787 元證QP
28641,716788 元證QQ
28642,716789 元證QR
28643,71678P 元太元大86售02
28644,71678P 群益SS
28645,71679 寶來PH
28646,716790 元證QS
28647,716791 元證QT
28648,716792 國泰QE
28649,716793 國泰QI
28650,716794 國泰QJ
28651,716795 元富Z3
28652,716796 元富Z4
28653,716797 元富Z5
28654,716798 元富Z6
28655,716799 元富Z7
28656,71679P 大江群益86售03
28657,71679P 群益ST
28658,71680 寶來PJ
28659,716800 日盛UN
28660,716801 日盛US
28661,716802 SE永豐
28662,716803 SJ永豐
28663,716804 SU永豐
28664,716805 SV永豐
28665,716806 SW永豐
28666,716807 SX永豐
28667,716808 SY永豐
28668,716809 SZ永豐
28669,71680P 元太群益86售02
28670,71680P 群益SU
28671,71681 寶來PK
28672,716810 TA永豐
28673,716811 TB永豐
28674,716812 TC永豐
28675,716813 統一P8
28676,716814 統一P9
28677,716815 統一Q1
28678,716816 統一Q2
28679,716817 統一Q3
28680,716818 統一Q4
28681,716819 RS凱基
28682,71681P 中美晶統一86售01
28683,71681P 元富R3
28684,71682 寶來PL
28685,716820 RT凱基
28686,716821 RW凱基
28687,716822 康和XW
28688,716823 康和XX
28689,716824 TD永豐
28690,716825 TE永豐
28691,716826 TF永豐
28692,716827 TG永豐
28693,716828 元證QU
28694,716829 元證QV
28695,71682P 中美晶國票87售01
28696,71682P 群益SY
28697,71683 寶來PM
28698,716830 元證QW
28699,716831 元證QX
28700,716832 元證QY
28701,716833 元證QZ
28702,716834 國票PK
28703,716835 國票PL
28704,716836 國票PM
28705,716837 中信UY
28706,716838 國泰QK
28707,716839 國泰QL
28708,71683P VH元大
28709,71683P 先豐中信86售02
28710,71684 大華PK
28711,716840 群益WK
28712,716841 群益WL
28713,716842 群益WM
28714,716843 RX凱基
28715,716844 RY凱基
28716,716845 RZ凱基
28717,716846 SA凱基
28718,716847 SB凱基
28719,716848 富邦WB
28720,716849 富邦WC
28721,71684P 中美晶群益86售02
28722,71684P 日盛RS
28723,71685 群益PL
28724,716850 富邦WD
28725,716851 富邦WE
28726,716852 元富Z8
28727,716853 元富Z9
28728,716854 中信UZ
28729,716855 中信VA
28730,716856 元證RA
28731,716857 元證RB
28732,716858 元證RC
28733,716859 元證RD
28734,71685P 康和WJ
28735,71685P 譜瑞群益86售01
28736,71686 永昌Q7
28737,716860 元證RE
28738,716861 富邦WF
28739,716862 富邦WG
28740,716863 富邦WH
28741,716864 群益WP
28742,716865 群益WQ
28743,716866 群益WR
28744,716867 群益WS
28745,716868 康和XY
28746,716869 TH永豐
28747,71686P 富邦TV
28748,71686P 群聯富邦86售01
28749,71687 永昌Q8
28750,716870 TI永豐
28751,716871 TJ永豐
28752,716872 TK永豐
28753,716873 TL永豐
28754,716874 國泰QM
28755,716875 國泰QN
28756,716876 國泰QP
28757,716877 元富PB
28758,716878 元富PC
28759,716879 統一Q5
28760,71687P 台燿國票88售01
28761,71687P 富邦TX
28762,71688 大華PL
28763,716880 統一Q6
28764,716883 SC凱基
28765,716884 統一Q7
28766,716885 中信VB
28767,716886 群益WU
28768,716887 群益WV
28769,716888 群益WW
28770,716889 群益WX
28771,71688P VJ元大
28772,71688P 精測國泰86售01
28773,71689 大華PM
28774,716890 元證RF
28775,716891 元證RG
28776,716892 元證RH
28777,716893 元證RJ
28778,716894 富邦WJ
28779,716895 SD凱基
28780,716896 SE凱基
28781,716897 TE兆豐
28782,716898 TF兆豐
28783,716899 TG兆豐
28784,71689P 中美晶永豐86售04
28785,71689P 元富R4
28786,71690 統一QG
28787,716900 TH兆豐
28788,716901 TJ兆豐
28789,716902 康和XZ
28790,716903 TM永豐
28791,716904 TN永豐
28792,716905 TP永豐
28793,716906 TQ永豐
28794,716907 TR永豐
28795,716908 國泰QR
28796,716909 國泰QS
28797,71690P QR兆豐
28798,71690P 佳邦康和86售02
28799,71691 群益PM
28800,716910 國泰QT
28801,716911 國票PN
28802,716912 日盛UT
28803,716913 元富PF
28804,716914 統一Q8
28805,716915 統一Q9
28806,716916 統一R1
28807,716917 統一R2
28808,716918 統一R3
28809,716919 SF凱基
28810,71691P VP元大
28811,71691P 環球晶中信8A售01
28812,71692 台証SR
28813,716920 SG凱基
28814,716921 SH凱基
28815,716922 SJ凱基
28816,716923 中信VC
28817,716924 SL凱基
28818,716925 SM凱基
28819,716926 SN凱基
28820,716927 國泰QU
28821,716928 國泰QV
28822,716929 群益P1
28823,71692P VQ元大
28824,71692P 中美晶群益86售03
28825,71693 台証SS
28826,716930 群益P2
28827,716931 群益P3
28828,716932 群益P4
28829,716933 群益P5
28830,716934 群益P6
28831,716935 群益WZ
28832,716936 康和YA
28833,716937 TS永豐
28834,716938 TT永豐
28835,716939 TU永豐
28836,71693P 中美晶群益86售04
28837,71693P 凱基YY
28838,71694 大華PN
28839,716940 TV永豐
28840,716941 TW永豐
28841,716942 TX永豐
28842,716943 TY永豐
28843,716944 TZ永豐
28844,716945 UA永豐
28845,716946 UB永豐
28846,716947 UC永豐
28847,716948 UD永豐
28848,716949 元富PG
28849,71694P 富邦UC
28850,71694P 穩懋群益86售05
28851,71695 大華PP
28852,716950 元富PH
28853,716951 元富PK
28854,716952 國票PP
28855,716953 國票PQ
28856,716954 國票PR
28857,716955 元證RK
28858,716956 元證RL
28859,716957 元證RM
28860,716958 元證RN
28861,716959 元證RP
28862,71695P 富邦UD
28863,71695P 環球晶國票86售04
28864,71696 康和W6
28865,716960 元證RQ
28866,716961 元證RR
28867,716962 UE永豐
28868,716963 UF永豐
28869,716964 UG永豐
28870,716965 UH永豐
28871,716966 UI永豐
28872,716967 UJ永豐
28873,716968 群益P7
28874,716969 群益P8
28875,71696P 穩懋國票86售02
28876,71696P 群益TJ
28877,71697 康和W7
28878,716970 國票PS
28879,716971 國票PT
28880,716972 國票PU
28881,716973 元證RT
28882,716974 元證RU
28883,716975 元證RV
28884,716976 元證RW
28885,716977 SK凱基
28886,716978 富邦WL
28887,716979 富邦WM
28888,71697P 群益TK
28889,71697P 雙鴻康和87售01
28890,71698 康和W8
28891,716980 統一R4
28892,716981 TK兆豐
28893,716982 日盛UU
28894,716983 日盛UV
28895,716984 日盛UW
28896,716985 日盛UX
28897,716986 日盛UY
28898,716987 日盛UZ
28899,716988 元富PL
28900,716989 元富PM
28901,71698P QV兆豐
28902,71698P 台燿富邦86售01
28903,71699 康和W9
28904,716990 元證RX
28905,716991 元證RY
28906,716992 元證RZ
28907,716993 元證SA
28908,716994 元證SB
28909,716995 元證SC
28910,716996 UK永豐
28911,716997 UL永豐
28912,716998 UM永豐
28913,716999 UN永豐
28914,71699P 凱基ZA
28915,71699P 合晶群益86售01
28916,71700 金鼎PX
28917,717000 UP永豐
28918,717001 UQ永豐
28919,717002 UR永豐
28920,717003 US永豐
28921,717004 UT永豐
28922,717005 統一R5
28923,717006 SP凱基
28924,717007 日盛VA
28925,717008 元富PN
28926,717009 元富PP
28927,71700P 中信UH
28928,71700P 晟德群益86售04
28929,71701 金鼎PY
28930,717010 群益Q1
28931,717011 中信VD
28932,717012 國票PW
28933,717013 統一R6
28934,717014 統一R7
28935,717015 統一R8
28936,717016 統一R9
28937,717017 SQ凱基
28938,717018 元證SD
28939,717019 元證SE
28940,71701P 中信UJ
28941,71701P 環球晶中信8B售02
28942,71702 兆豐PZ
28943,717020 元證SF
28944,717021 元證SG
28945,717022 富邦WN
28946,717023 富邦WP
28947,717024 富邦WQ
28948,717025 富邦WR
28949,717026 UU永豐
28950,717027 TL兆豐
28951,717028 TM兆豐
28952,717029 TN兆豐
28953,71702P 合晶國票87售01
28954,71702P 富邦UG
28955,71703 兆豐QA
28956,717030 元富PR
28957,717031 群益Q4
28958,717032 群益Q5
28959,717033 群益Q6
28960,717034 群益Q7
28961,717035 群益Q8
28962,717036 群益Q9
28963,717037 國泰QX
28964,717038 國票PX
28965,717039 元證SH
28966,71703P 元富S3
28967,71703P 同致元大87售01
28968,71704 兆豐QB
28969,717040 元證SJ
28970,717041 永昌XY
28971,717042 統一S1
28972,717043 SR凱基
28973,717044 SS凱基
28974,717045 ST凱基
28975,717046 UV永豐
28976,717047 UW永豐
28977,717048 元富PS
